;num_tipo;codigo;banco;descricao;tipo;unidade;quantidade;valor_unitario;total
;Insumo; ARENA_CT13 ;Próprio;RALO LINEAR 70 CM COM GRELHA INOX;Material;UN;1,0000000;264,64;264,64
; 1.9.2.2 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; ARENA_CPU 44 ;Próprio;RALO LINEAR COM GRELHA DE INOX 70CM - FORNECIMENTO E INSTALAÇÃO;SEDI - SERVIÇOS DIVERSOS;UN;1,0000000;299,26;299,26
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,7500000;20,89;15,66
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,7500000;25,28;18,96
;Insumo; ARENA_CT13 ;Próprio;RALO LINEAR 70 CM COM GRELHA INOX;Material;UN;1,0000000;264,64;264,64
; 1.9.2.3 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; ARENA_CPU 66 ;Próprio;GELHA DE FERRO REMOVIVEL 0,40 X 0,40M  - FORNECIMENTO E INSTALAÇÃO;SEDI - SERVIÇOS DIVERSOS;UN;1,0000000;254,15;254,15
;Composição Auxiliar; 1301006096 ;AGESUL;"GRELHA EM FERRO REMOVIVEL, CONTORNO EM FERRO CANTONEIRA DE 7/8"" X 1/8"" E FERRO CHATO DE 3/4"" X 1/8"", ESPACADOS A CADA 1,00CM, COM PORTA GRELHA EM FERRO CANTONEIRA DE 1"" X 3/16"", MODULO DE (0,40 X 1,00)M, INCL. FUNDO ANTICORROSIVO - ANEXO HS-090";13;M;0,4000000;635,39;254,15
; 1.9.2.4 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 104327 ;SINAPI;RALO SIFONADO REDONDO, PVC, DN 100 X 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU EM RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;18,46;18,46
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1652000;20,89;3,45
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1652000;25,28;4,17
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0075000;86,30;0,64
;Insumo; 00011743 ;SINAPI;RALO SIFONADO REDONDO CONICO, PVC, 100 X 40 MM, COM GRELHA REDONDA BRANCA;Material;UN;1,0000000;9,72;9,72
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0049000;76,17;0,37
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0360000;3,09;0,11
; 1.9.2.5 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89728 ;SINAPI;CURVA CURTA 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 40 MM, JUNTA SOLDÁVEL, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;12,87;12,87
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1270000;25,28;3,21
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1270000;20,89;2,65
;Insumo; 00001933 ;SINAPI;CURVA PVC CURTA 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;4,95;4,95
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0071000;3,09;0,02
;Insumo; 00000122 ;SINAPI;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;Material;UN;0,0099000;76,17;0,75
;Insumo; 00020083 ;SINAPI;SOLUCAO PREPARADORA / LIMPADORA PARA PVC, FRASCO COM 1000 CM3;Material;UN;0,0150000;86,30;1,29
; 1.9.2.6 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89746 ;SINAPI;JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;27,49;27,49
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1926000;20,89;4,02
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1926000;25,28;4,86
;Insumo; 00003528 ;SINAPI;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 100 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;9,00;9,00
;Insumo; 00000301 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688);Material;UN;2,0000000;3,00;6,00
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,1150000;31,44;3,61
; 1.9.2.7 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89802 ;SINAPI;JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM PRUMADA DE ESGOTO SANITÁRIO OU VENTILAÇÃO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;10,25;10,25
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0343000;25,28;0,86
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0343000;20,89;0,71
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,0500000;31,44;1,57
;Insumo; 00003518 ;SINAPI;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;3,73;3,73
;Insumo; 00000296 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688);Material;UN;2,0000000;1,69;3,38
; 1.9.2.8 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89739 ;SINAPI;JOELHO 45 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;22,76;22,76
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1652000;20,89;3,45
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1652000;25,28;4,17
;Insumo; 00003519 ;SINAPI;JOELHO PVC, SOLDAVEL, PB, 45 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;7,81;7,81
;Insumo; 00000297 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 75 MM (NBR 5688);Material;UN;2,0000000;2,49;4,98
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,0750000;31,44;2,35
; 1.9.2.9 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89731 ;SINAPI;JOELHO 90 GRAUS, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;14,32;14,32
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1379000;25,28;3,48
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1379000;20,89;2,88
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,0500000;31,44;1,57
;Insumo; 00003526 ;SINAPI;JOELHO PVC, SOLDAVEL, PB, 90 GRAUS, DN 50 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;3,01;3,01
;Insumo; 00000296 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688);Material;UN;2,0000000;1,69;3,38
; 1.9.2.10 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 1301005094 ;AGESUL;CONEXOES DE PVC (DA TIGRE, FORTILIT OU SIMILAR), PARA ESGOTO PRIMARIO E VENTILACAO, NA(S) ESPECIFICACAO(OES):- JUNCAO SIMPLES COM REDUCAO (100 X 50) MM;13;UN;1,0000000;34,70;34,70
;Insumo; 2291 ;AGESUL;JUNCAO SIMPLES DE REDUCAO, PVC, DN 100 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL - SINAPI - 00003659;Material;UN;1,0000000;18,43;18,43
;Insumo; 4052 ;AGESUL;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRAULICO COM ENCARGOS COMPLEMENTARES - SINAPI - 88248;Mão de Obra;H;0,1600000;20,89;3,34
;Insumo; 6114 ;AGESUL;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688) - SINAPI - 00000301;Material;UN;2,0000000;3,00;6,00
;Insumo; 6113 ;AGESUL;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS) - SINAPI - 00020078;Material;UN;0,0920000;31,44;2,89
;Insumo; 4005 ;AGESUL;ENCANADOR OU BOMBEIRO HIDRAULICO COM ENCARGOS COMPLEMENTARES - SINAPI - 88267;Mão de Obra;H;0,1600000;25,28;4,04
; 1.9.2.11 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 1301005095 ;AGESUL;CONEXOES DE PVC (DA TIGRE, FORTILIT OU SIMILAR), PARA ESGOTO PRIMARIO E VENTILACAO, NA(S) ESPECIFICACAO(OES):- JUNCAO SIMPLES COM REDUCAO (100 X 75) MM;13;UN;1,0000000;40,10;40,10
;Insumo; 6114 ;AGESUL;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688) - SINAPI - 00000301;Material;UN;2,0000000;3,00;6,00
;Insumo; 2292 ;AGESUL;JUNCAO SIMPLES DE REDUCAO, PVC, DN 100 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL - SINAPI - 00003660;Material;UN;1,0000000;23,83;23,83
;Insumo; 4052 ;AGESUL;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRAULICO COM ENCARGOS COMPLEMENTARES - SINAPI - 88248;Mão de Obra;H;0,1600000;20,89;3,34
;Insumo; 4005 ;AGESUL;ENCANADOR OU BOMBEIRO HIDRAULICO COM ENCARGOS COMPLEMENTARES - SINAPI - 88267;Mão de Obra;H;0,1600000;25,28;4,04
;Insumo; 6113 ;AGESUL;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS) - SINAPI - 00020078;Material;UN;0,0920000;31,44;2,89
; 1.9.2.12 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89797 ;SINAPI;JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 X 100 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;49,93;49,93
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2568000;25,28;6,49
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2568000;20,89;5,36
;Insumo; 00003670 ;SINAPI;JUNCAO SIMPLES, PVC, 45 GRAUS, DN 100 X 100 MM, SERIE NORMAL PARA ESGOTO PREDIAL;Material;UN;1,0000000;23,66;23,66
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,1725000;31,44;5,42
;Insumo; 00000301 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 100 MM (NBR 5688);Material;UN;3,0000000;3,00;9,00
; 1.9.2.13 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 104343 ;SINAPI;JUNÇÃO DE REDUÇÃO INVERTIDA, PVC, SÉRIE NORMAL, ESGOTO PREDIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;32,84;32,84
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2082000;25,28;5,26
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2082000;20,89;4,34
;Insumo; 00003669 ;SINAPI;JUNCAO DE REDUCAO INVERTIDA, PVC SOLDAVEL, 75 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL;Material;UN;1,0000000;13,43;13,43
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,1000000;31,44;3,14
;Insumo; 00000296 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 50 MM (NBR 5688);Material;UN;1,0000000;1,69;1,69
;Insumo; 00000297 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 75 MM (NBR 5688);Material;UN;2,0000000;2,49;4,98
; 1.9.2.14 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89795 ;SINAPI;JUNÇÃO SIMPLES, PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 X 75 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;39,55;39,55
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2203000;20,89;4,60
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,2203000;25,28;5,56
;Insumo; 00000297 ;SINAPI;ANEL BORRACHA PARA TUBO ESGOTO PREDIAL, DN 75 MM (NBR 5688);Material;UN;3,0000000;2,49;7,47
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,1125000;31,44;3,53
;Insumo; 00003658 ;SINAPI;JUNCAO SIMPLES, PVC, 45 GRAUS, DN 75 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL;Material;UN;1,0000000;18,39;18,39
; 1.9.2.15 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; ARENA_CPU 17 ;Próprio;REDUÇÃO EXCÊNTRICA, PVC, DN 100 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM REDE DE ESGOTO;SEDI - SERVIÇOS DIVERSOS;UN;1,0000000;15,29;15,29
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1400000;20,89;2,92
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,1400000;25,28;3,53
;Insumo; 00020043 ;SINAPI;REDUCAO EXCENTRICA PVC, DN 100 X 50 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;8,84;8,84
; 1.9.2.16 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89549 ;SINAPI;REDUÇÃO EXCÊNTRICA, PVC, SERIE R, ÁGUA PLUVIAL, DN 75 X 50 MM, JUNTA ELÁSTICA, FORNECIDO E INSTALADO EM RAMAL DE ENCAMINHAMENTO. AF_06/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;18,43;18,43
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0516000;20,89;1,07
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,0516000;25,28;1,30
;Insumo; 00020085 ;SINAPI;ANEL BORRACHA, DN 50 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;Material;UN;1,0000000;2,22;2,22
;Insumo; 00000298 ;SINAPI;ANEL BORRACHA, DN 75 MM, PARA TUBO SERIE REFORCADA ESGOTO PREDIAL;Material;UN;1,0000000;2,70;2,70
;Insumo; 00020078 ;SINAPI;PASTA LUBRIFICANTE PARA TUBOS E CONEXOES COM JUNTA ELASTICA, EMBALAGEM DE *400* GR (USO EM PVC, ACO, POLIETILENO E OUTROS);Material;UN;0,0625000;31,44;1,96
;Insumo; 00020045 ;SINAPI;REDUCAO EXCENTRICA PVC, SERIE R, DN 75 X 50 MM, PARA ESGOTO PREDIAL;Material;UN;1,0000000;9,18;9,18
; 1.9.2.17 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89714 ;SINAPI;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 100 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;M;1,0000000;36,06;36,06
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,4444000;20,89;9,28
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,4444000;25,28;11,23
;Insumo; 00009836 ;SINAPI;TUBO PVC SERIE NORMAL, DN 100 MM, PARA ESGOTO PREDIAL (NBR 5688);Material;M;1,0549000;14,68;15,48
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0247000;3,09;0,07
; 1.9.2.18 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89712 ;SINAPI;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 50 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;M;1,0000000;25,90;25,90
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,3182000;20,89;6,64
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,3182000;25,28;8,04
;Insumo; 00009838 ;SINAPI;TUBO PVC SERIE NORMAL, DN 50 MM, PARA ESGOTO PREDIAL (NBR 5688);Material;M;1,0549000;10,59;11,17
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0177000;3,09;0,05
; 1.9.2.19 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 89713 ;SINAPI;TUBO PVC, SERIE NORMAL, ESGOTO PREDIAL, DN 75 MM, FORNECIDO E INSTALADO EM RAMAL DE DESCARGA OU RAMAL DE ESGOTO SANITÁRIO. AF_08/2022;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;M;1,0000000;32,31;32,31
;Composição Auxiliar; 88267 ;SINAPI;ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,3813000;25,28;9,63
;Composição Auxiliar; 88248 ;SINAPI;AUXILIAR DE ENCANADOR OU BOMBEIRO HIDRÁULICO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;0,3813000;20,89;7,96
;Insumo; 00038383 ;SINAPI;LIXA D'AGUA EM FOLHA, GRAO 100;Material;UN;0,0212000;3,09;0,06
;Insumo; 00009837 ;SINAPI;TUBO PVC SERIE NORMAL, DN 75 MM, PARA ESGOTO PREDIAL (NBR 5688);Material;M;1,0549000;13,90;14,66
; 1.9.2.20 ;Código;Banco;Descrição;Tipo;Und;Quant.;Valor Unit;Total
;Composição; 98106 ;SINAPI;CAIXA DE GORDURA ESPECIAL (CAPACIDADE: 312 L - PARA ATÉ 146 PESSOAS SERVIDAS NO PICO), RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, DIMENSÕES INTERNAS = 0,4X1,2 M, ALTURA INTERNA = 1 M. AF_12/2020;INHI - INSTALAÇÕES HIDROS SANITÁRIAS;UN;1,0000000;1.039,44;1.039,44
;Composição Auxiliar; 97734 ;SINAPI;PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE 10 A 30 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024;FUES - FUNDAÇÕES E ESTRUTURAS;m³;0,0360000;2.849,61;102,58
;Composição Auxiliar; 97733 ;SINAPI;PEÇA RETANGULAR PRÉ-MOLDADA, VOLUME DE CONCRETO DE ATÉ 10 LITROS, TAXA DE AÇO APROXIMADA DE 30KG/M³. AF_03/2024;FUES - FUNDAÇÕES E ESTRUTURAS;m³;0,0048000;3.269,54;15,69
;Composição Auxiliar; 88309 ;SINAPI;PEDREIRO COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;11,1121000;26,04;289,35
;Composição Auxiliar; 5678 ;SINAPI;RETROESCAVADEIRA SOBRE RODAS COM CARREGADEIRA, TRAÇÃO 4X4, POTÊNCIA LÍQ. 88 HP, CAÇAMBA CARREG. CAP. MÍN. 1 M3, CAÇAMBA RETRO CAP. 0,26 M3, PESO OPERACIONAL MÍN. 6.674 KG, PROFUNDIDADE ESCAVAÇÃO MÁX. 4,37 M - CHP DIURNO. AF_06/2014;CHOR - CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;CHP;0,0079000;144,53;1,14
;Composição Auxiliar; 87316 ;SINAPI;ARGAMASSA TRAÇO 1:4 (EM VOLUME DE CIMENTO E AREIA GROSSA ÚMIDA) PARA CHAPISCO CONVENCIONAL, PREPARO MECÂNICO COM BETONEIRA 400 L. AF_08/2019;SEDI - SERVIÇOS DIVERSOS;m³;0,0328000;471,91;15,47
;Composição Auxiliar; 88316 ;SINAPI;SERVENTE COM ENCARGOS COMPLEMENTARES;SEDI - SERVIÇOS DIVERSOS;H;8,7309000;20,96;182,99
;Composição Auxiliar; 101617 ;SINAPI;PREPARO DE FUNDO DE VALA COM LARGURA MAIOR OU IGUAL A 1,5 M E MENOR QUE 2,5 M (ACERTO DO SOLO NATURAL). AF_08/2020;MOVT - MOVIMENTO DE TERRA;m²;1,0500000;3,00;3,15
